time,displacement,force,sample,type,height,area
0,0.01618,0.15197,S1,C,0.525333333,0.868
0.1,0.01969,0.2122,S1,C,0.525333333,0.868
0.2,0.02625,0.36886,S1,C,0.525333333,0.868
0.3,0.03166,0.52161,S1,C,0.525333333,0.868
0.4,0.03652,0.6827,S1,C,0.525333333,0.868
0.5,0.04118,0.8829,S1,C,0.525333333,0.868
0.534,0.04339,1.00042,S1,C,0.525333333,0.868
0.535,0.04344,1.00283,S1,C,0.525333333,0.868
0.536,0.04349,1.00518,S1,C,0.525333333,0.868
0.636,0.04411,0.96332,S1,C,0.525333333,0.868
0.736,0.0411,0.70415,S1,C,0.525333333,0.868
0.836,0.03473,0.35114,S1,C,0.525333333,0.868
0.936,0.02934,0.17865,S1,C,0.525333333,0.868
1.036,0.02426,0.08929,S1,C,0.525333333,0.868
1.136,0.01897,0.03853,S1,C,0.525333333,0.868
1.236,0.01384,0.02118,S1,C,0.525333333,0.868
1.336,0.00914,0.01301,S1,C,0.525333333,0.868
1.436,0.00414,0.0087,S1,C,0.525333333,0.868
1.536,-0.00036,0.00681,S1,C,0.525333333,0.868
1.636,-0.00563,0.00394,S1,C,0.525333333,0.868
1.736,-0.01052,0.00135,S1,C,0.525333333,0.868
1.836,-0.0159,-0.00267,S1,C,0.525333333,0.868
1.936,-0.02099,-0.00529,S1,C,0.525333333,0.868
2.036,-0.02587,-0.01003,S1,C,0.525333333,0.868
2.136,-0.031,-0.01513,S1,C,0.525333333,0.868
2.236,-0.03557,-0.02166,S1,C,0.525333333,0.868
2.336,-0.04076,-0.03222,S1,C,0.525333333,0.868
2.436,-0.04545,-0.04664,S1,C,0.525333333,0.868
2.536,-0.05088,-0.07221,S1,C,0.525333333,0.868
2.636,-0.05584,-0.09871,S1,C,0.525333333,0.868
2.736,-0.061,-0.13656,S1,C,0.525333333,0.868
2.836,-0.06614,-0.17943,S1,C,0.525333333,0.868
2.936,-0.07068,-0.22746,S1,C,0.525333333,0.868
3.036,-0.0759,-0.29504,S1,C,0.525333333,0.868
3.136,-0.08043,-0.36315,S1,C,0.525333333,0.868
3.236,-0.08567,-0.47037,S1,C,0.525333333,0.868
3.336,-0.09054,-0.58664,S1,C,0.525333333,0.868
3.436,-0.09599,-0.76756,S1,C,0.525333333,0.868
3.536,-0.10105,-0.94463,S1,C,0.525333333,0.868
3.586,-0.10287,-1.00029,S1,C,0.525333333,0.868
3.587,-0.10291,-1.00213,S1,C,0.525333333,0.868
3.588,-0.10296,-1.004,S1,C,0.525333333,0.868
3.688,-0.10466,-1.0257,S1,C,0.525333333,0.868
3.788,-0.10106,-0.7869,S1,C,0.525333333,0.868
3.888,-0.09483,-0.49584,S1,C,0.525333333,0.868
3.988,-0.08952,-0.33609,S1,C,0.525333333,0.868
4.088,-0.08488,-0.23254,S1,C,0.525333333,0.868
4.188,-0.07972,-0.14941,S1,C,0.525333333,0.868
4.288,-0.07516,-0.09465,S1,C,0.525333333,0.868
4.388,-0.06979,-0.04799,S1,C,0.525333333,0.868
4.488,-0.06503,-0.02069,S1,C,0.525333333,0.868
4.588,-0.05955,0.00371,S1,C,0.525333333,0.868
4.688,-0.05464,0.01463,S1,C,0.525333333,0.868
4.788,-0.04968,0.02243,S1,C,0.525333333,0.868
4.888,-0.0446,0.02742,S1,C,0.525333333,0.868
4.988,-0.04011,0.02897,S1,C,0.525333333,0.868
5.088,-0.03483,0.03092,S1,C,0.525333333,0.868
5.188,-0.0301,0.03251,S1,C,0.525333333,0.868
5.288,-0.02465,0.03611,S1,C,0.525333333,0.868
5.388,-0.01975,0.03749,S1,C,0.525333333,0.868
5.488,-0.0145,0.04326,S1,C,0.525333333,0.868
5.588,-0.00959,0.04645,S1,C,0.525333333,0.868
5.688,-0.00494,0.05127,S1,C,0.525333333,0.868
5.788,0.00021,0.05898,S1,C,0.525333333,0.868
5.888,0.0047,0.06806,S1,C,0.525333333,0.868
5.988,0.01027,0.09593,S1,C,0.525333333,0.868
6.088,0.01519,0.14067,S1,C,0.525333333,0.868
6.188,0.02061,0.22368,S1,C,0.525333333,0.868
6.288,0.02548,0.30939,S1,C,0.525333333,0.868
6.388,0.03034,0.42613,S1,C,0.525333333,0.868
6.488,0.03526,0.56792,S1,C,0.525333333,0.868
6.588,0.03972,0.73806,S1,C,0.525333333,0.868
6.681,0.04489,1.00073,S1,C,0.525333333,0.868
6.682,0.04493,1.00281,S1,C,0.525333333,0.868
6.683,0.04497,1.00493,S1,C,0.525333333,0.868
6.783,0.04616,1.02207,S1,C,0.525333333,0.868
6.883,0.04288,0.72669,S1,C,0.525333333,0.868
6.983,0.03631,0.34823,S1,C,0.525333333,0.868
7.083,0.03122,0.18169,S1,C,0.525333333,0.868
7.183,0.02589,0.0846,S1,C,0.525333333,0.868
7.283,0.02141,0.04489,S1,C,0.525333333,0.868
7.383,0.01618,0.02382,S1,C,0.525333333,0.868
7.483,0.01165,0.01776,S1,C,0.525333333,0.868
7.583,0.00639,0.01277,S1,C,0.525333333,0.868
7.683,0.00121,0.00977,S1,C,0.525333333,0.868
7.783,-0.00384,0.00665,S1,C,0.525333333,0.868
7.883,-0.00905,0.00382,S1,C,0.525333333,0.868
7.983,-0.01375,0.00028,S1,C,0.525333333,0.868
8.083,-0.01879,-0.0015,S1,C,0.525333333,0.868
8.183,-0.02327,-0.00573,S1,C,0.525333333,0.868
8.283,-0.02863,-0.00945,S1,C,0.525333333,0.868
8.383,-0.0335,-0.01608,S1,C,0.525333333,0.868
8.483,-0.03888,-0.02683,S1,C,0.525333333,0.868
8.583,-0.04405,-0.04204,S1,C,0.525333333,0.868
8.683,-0.04892,-0.06508,S1,C,0.525333333,0.868
8.783,-0.05401,-0.09232,S1,C,0.525333333,0.868
8.883,-0.05847,-0.11729,S1,C,0.525333333,0.868
8.983,-0.06367,-0.15628,S1,C,0.525333333,0.868
9.083,-0.06837,-0.19688,S1,C,0.525333333,0.868
9.183,-0.07385,-0.26525,S1,C,0.525333333,0.868
9.283,-0.07883,-0.33831,S1,C,0.525333333,0.868
9.383,-0.08392,-0.43949,S1,C,0.525333333,0.868
9.483,-0.08906,-0.55979,S1,C,0.525333333,0.868
9.583,-0.09348,-0.68176,S1,C,0.525333333,0.868
9.683,-0.09883,-0.85665,S1,C,0.525333333,0.868
9.778,-0.10304,-1.00061,S1,C,0.525333333,0.868
9.779,-0.10309,-1.0026,S1,C,0.525333333,0.868
9.78,-0.10314,-1.00463,S1,C,0.525333333,0.868
9.88,-0.10491,-1.03187,S1,C,0.525333333,0.868
9.98,-0.10128,-0.78988,S1,C,0.525333333,0.868
10.08,-0.09513,-0.5024,S1,C,0.525333333,0.868
10.18,-0.08974,-0.34007,S1,C,0.525333333,0.868
10.28,-0.0852,-0.23837,S1,C,0.525333333,0.868
10.38,-0.07998,-0.15337,S1,C,0.525333333,0.868
10.48,-0.07542,-0.09868,S1,C,0.525333333,0.868
10.58,-0.07,-0.05078,S1,C,0.525333333,0.868
10.68,-0.06519,-0.02202,S1,C,0.525333333,0.868
10.78,-0.05975,0.00289,S1,C,0.525333333,0.868
10.88,-0.05486,0.0136,S1,C,0.525333333,0.868
10.98,-0.05001,0.0215,S1,C,0.525333333,0.868
11.08,-0.0449,0.02495,S1,C,0.525333333,0.868
11.18,-0.04042,0.02712,S1,C,0.525333333,0.868
11.28,-0.03506,0.03011,S1,C,0.525333333,0.868
11.38,-0.03028,0.03236,S1,C,0.525333333,0.868
11.48,-0.02484,0.03486,S1,C,0.525333333,0.868
11.58,-0.01993,0.03665,S1,C,0.525333333,0.868
11.68,-0.01479,0.04099,S1,C,0.525333333,0.868
11.78,-0.00988,0.04338,S1,C,0.525333333,0.868
11.88,-0.00528,0.04811,S1,C,0.525333333,0.868
11.98,-3.00E-05,0.055,S1,C,0.525333333,0.868
12.08,0.00446,0.06257,S1,C,0.525333333,0.868
12.18,0.01009,0.08518,S1,C,0.525333333,0.868
12.28,0.01503,0.12466,S1,C,0.525333333,0.868
12.38,0.02038,0.20129,S1,C,0.525333333,0.868
12.48,0.02525,0.28126,S1,C,0.525333333,0.868
12.58,0.03,0.38378,S1,C,0.525333333,0.868
12.68,0.03498,0.51835,S1,C,0.525333333,0.868
12.78,0.03946,0.67899,S1,C,0.525333333,0.868
12.88,0.04497,0.95151,S1,C,0.525333333,0.868
12.899,0.04583,1.00148,S1,C,0.525333333,0.868
12.9,0.04588,1.00457,S1,C,0.525333333,0.868
12.901,0.04593,1.00771,S1,C,0.525333333,0.868
13.001,0.04727,1.0368,S1,C,0.525333333,0.868
13.101,0.0441,0.74352,S1,C,0.525333333,0.868
13.201,0.03742,0.34904,S1,C,0.525333333,0.868
13.301,0.0326,0.19014,S1,C,0.525333333,0.868
13.401,0.02725,0.08591,S1,C,0.525333333,0.868
13.501,0.02276,0.04475,S1,C,0.525333333,0.868
13.601,0.01734,0.02263,S1,C,0.525333333,0.868
13.701,0.01255,0.01562,S1,C,0.525333333,0.868
13.801,0.00726,0.01043,S1,C,0.525333333,0.868
13.901,0.00201,0.00642,S1,C,0.525333333,0.868
14.001,-0.00261,0.00503,S1,C,0.525333333,0.868
14.101,-0.00781,0.0024,S1,C,0.525333333,0.868
14.201,-0.0123,0.00031,S1,C,0.525333333,0.868
14.301,-0.01752,-0.00244,S1,C,0.525333333,0.868
14.401,-0.02224,-0.00438,S1,C,0.525333333,0.868
14.501,-0.02764,-0.01126,S1,C,0.525333333,0.868
14.601,-0.03275,-0.01639,S1,C,0.525333333,0.868
14.701,-0.03786,-0.02733,S1,C,0.525333333,0.868
14.801,-0.04298,-0.04303,S1,C,0.525333333,0.868
14.901,-0.04745,-0.06011,S1,C,0.525333333,0.868
15.001,-0.05268,-0.08598,S1,C,0.525333333,0.868
15.101,-0.05722,-0.11032,S1,C,0.525333333,0.868
15.201,-0.06258,-0.14915,S1,C,0.525333333,0.868
15.301,-0.06759,-0.19279,S1,C,0.525333333,0.868
15.401,-0.07288,-0.25665,S1,C,0.525333333,0.868
15.501,-0.07796,-0.3308,S1,C,0.525333333,0.868
15.601,-0.08261,-0.4139,S1,C,0.525333333,0.868
15.701,-0.08775,-0.52742,S1,C,0.525333333,0.868
15.801,-0.09209,-0.6343,S1,C,0.525333333,0.868
15.901,-0.09765,-0.81309,S1,C,0.525333333,0.868
16.001,-0.10232,-0.96929,S1,C,0.525333333,0.868
16.02,-0.10311,-1.00024,S1,C,0.525333333,0.868
16.021,-0.10315,-1.00232,S1,C,0.525333333,0.868
16.022,-0.1032,-1.00447,S1,C,0.525333333,0.868
16.122,-0.105,-1.03362,S1,C,0.525333333,0.868
16.222,-0.10132,-0.789,S1,C,0.525333333,0.868
16.322,-0.09525,-0.50472,S1,C,0.525333333,0.868
16.422,-0.08981,-0.34006,S1,C,0.525333333,0.868
16.522,-0.0853,-0.24019,S1,C,0.525333333,0.868
16.622,-0.08006,-0.15506,S1,C,0.525333333,0.868
16.722,-0.07551,-0.1007,S1,C,0.525333333,0.868
16.822,-0.07007,-0.05071,S1,C,0.525333333,0.868
16.922,-0.06524,-0.02155,S1,C,0.525333333,0.868
17.022,-0.05983,0.00179,S1,C,0.525333333,0.868
17.122,-0.05494,0.01345,S1,C,0.525333333,0.868
17.222,-0.05013,0.02144,S1,C,0.525333333,0.868
17.322,-0.04499,0.02487,S1,C,0.525333333,0.868
17.422,-0.04053,0.0279,S1,C,0.525333333,0.868
17.522,-0.03513,0.02987,S1,C,0.525333333,0.868
17.622,-0.03033,0.03175,S1,C,0.525333333,0.868
17.722,-0.02491,0.03511,S1,C,0.525333333,0.868
17.822,-0.02,0.0371,S1,C,0.525333333,0.868
17.922,-0.0149,0.03985,S1,C,0.525333333,0.868
18.022,-0.00997,0.04264,S1,C,0.525333333,0.868
18.122,-0.00539,0.04709,S1,C,0.525333333,0.868
18.222,-0.00011,0.05287,S1,C,0.525333333,0.868
18.322,0.00439,0.05971,S1,C,0.525333333,0.868
18.422,0.01002,0.07998,S1,C,0.525333333,0.868
18.522,0.01497,0.11583,S1,C,0.525333333,0.868
18.622,0.02029,0.1845,S1,C,0.525333333,0.868
18.722,0.02516,0.26226,S1,C,0.525333333,0.868
18.822,0.02989,0.35805,S1,C,0.525333333,0.868
18.922,0.03488,0.48536,S1,C,0.525333333,0.868
19.022,0.03938,0.63875,S1,C,0.525333333,0.868
19.122,0.04489,0.90407,S1,C,0.525333333,0.868
19.156,0.04652,1.00121,S1,C,0.525333333,0.868
19.157,0.04658,1.00476,S1,C,0.525333333,0.868
19.158,0.04663,1.00833,S1,C,0.525333333,0.868
19.258,0.04783,1.02434,S1,C,0.525333333,0.868
19.358,0.04481,0.74508,S1,C,0.525333333,0.868
19.458,0.03814,0.34875,S1,C,0.525333333,0.868
19.558,0.03339,0.19227,S1,C,0.525333333,0.868
19.658,0.028,0.08787,S1,C,0.525333333,0.868
19.758,0.02337,0.04697,S1,C,0.525333333,0.868
19.858,0.01791,0.02313,S1,C,0.525333333,0.868
19.958,0.01294,0.01714,S1,C,0.525333333,0.868
20.058,0.00777,0.01184,S1,C,0.525333333,0.868
20.158,0.00262,0.00964,S1,C,0.525333333,0.868
20.258,-0.00184,0.00782,S1,C,0.525333333,0.868
20.358,-0.00706,0.00512,S1,C,0.525333333,0.868
20.458,-0.0116,0.00335,S1,C,0.525333333,0.868
20.558,-0.01693,-0.00035,S1,C,0.525333333,0.868
20.658,-0.02181,-0.00233,S1,C,0.525333333,0.868
20.758,-0.02714,-0.00899,S1,C,0.525333333,0.868
20.858,-0.03228,-0.01488,S1,C,0.525333333,0.868
20.958,-0.03714,-0.0241,S1,C,0.525333333,0.868
21.058,-0.04224,-0.03866,S1,C,0.525333333,0.868
21.158,-0.04668,-0.05337,S1,C,0.525333333,0.868
21.258,-0.05202,-0.08022,S1,C,0.525333333,0.868
21.358,-0.05668,-0.1043,S1,C,0.525333333,0.868
21.458,-0.06207,-0.14419,S1,C,0.525333333,0.868
21.558,-0.06719,-0.18913,S1,C,0.525333333,0.868
21.658,-0.07225,-0.2478,S1,C,0.525333333,0.868
21.758,-0.07733,-0.31782,S1,C,0.525333333,0.868
21.858,-0.08182,-0.39389,S1,C,0.525333333,0.868
21.958,-0.087,-0.50365,S1,C,0.525333333,0.868
22.058,-0.09147,-0.61002,S1,C,0.525333333,0.868
22.158,-0.09711,-0.79152,S1,C,0.525333333,0.868
22.258,-0.1019,-0.95184,S1,C,0.525333333,0.868
22.293,-0.10327,-1.00142,S1,C,0.525333333,0.868
22.294,-0.10332,-1.00364,S1,C,0.525333333,0.868
22.295,-0.10337,-1.00589,S1,C,0.525333333,0.868
22.395,-0.10522,-1.0381,S1,C,0.525333333,0.868
22.495,-0.1016,-0.79445,S1,C,0.525333333,0.868
22.595,-0.09555,-0.50896,S1,C,0.525333333,0.868
22.695,-0.09005,-0.34085,S1,C,0.525333333,0.868
22.795,-0.0856,-0.24244,S1,C,0.525333333,0.868
22.895,-0.08028,-0.15494,S1,C,0.525333333,0.868
22.995,-0.07574,-0.1002,S1,C,0.525333333,0.868
23.095,-0.07026,-0.05019,S1,C,0.525333333,0.868
23.195,-0.06539,-0.02001,S1,C,0.525333333,0.868
23.295,-0.06005,0.0027,S1,C,0.525333333,0.868
23.395,-0.05517,0.01417,S1,C,0.525333333,0.868
23.495,-0.05043,0.02148,S1,C,0.525333333,0.868
23.595,-0.04526,0.02607,S1,C,0.525333333,0.868
23.695,-0.0408,0.02858,S1,C,0.525333333,0.868
23.795,-0.03533,0.03062,S1,C,0.525333333,0.868
23.895,-0.0305,0.03263,S1,C,0.525333333,0.868
23.995,-0.02509,0.03542,S1,C,0.525333333,0.868
24.095,-0.02018,0.0382,S1,C,0.525333333,0.868
24.195,-0.0152,0.04015,S1,C,0.525333333,0.868
24.295,-0.01025,0.04232,S1,C,0.525333333,0.868
24.395,-0.00569,0.04641,S1,C,0.525333333,0.868
24.495,-0.00033,0.05163,S1,C,0.525333333,0.868
24.595,0.0042,0.05784,S1,C,0.525333333,0.868
24.695,0.00986,0.07623,S1,C,0.525333333,0.868
24.795,0.0148,0.1075,S1,C,0.525333333,0.868
24.895,0.02005,0.16972,S1,C,0.525333333,0.868
24.995,0.02492,0.24421,S1,C,0.525333333,0.868
25.095,0.02958,0.33125,S1,C,0.525333333,0.868
25.195,0.03463,0.45259,S1,C,0.525333333,0.868
25.295,0.03915,0.59891,S1,C,0.525333333,0.868
25.395,0.04471,0.85847,S1,C,0.525333333,0.868
25.445,0.04717,1.00178,S1,C,0.525333333,0.868
25.446,0.04722,1.00531,S1,C,0.525333333,0.868
25.447,0.04728,1.00883,S1,C,0.525333333,0.868
25.547,0.04824,1.00751,S1,C,0.525333333,0.868
25.647,0.04544,0.74745,S1,C,0.525333333,0.868
25.747,0.03872,0.34532,S1,C,0.525333333,0.868
25.847,0.03396,0.18955,S1,C,0.525333333,0.868
25.947,0.02854,0.08455,S1,C,0.525333333,0.868
26.047,0.02374,0.04155,S1,C,0.525333333,0.868
26.147,0.0183,0.02063,S1,C,0.525333333,0.868
26.247,0.01325,0.01534,S1,C,0.525333333,0.868
26.347,0.00825,0.01005,S1,C,0.525333333,0.868
26.447,0.0032,0.0081,S1,C,0.525333333,0.868
26.547,-0.00123,0.00608,S1,C,0.525333333,0.868
26.647,-0.00646,0.00519,S1,C,0.525333333,0.868
26.747,-0.01113,0.0031,S1,C,0.525333333,0.868
26.847,-0.01649,-0.00093,S1,C,0.525333333,0.868
26.947,-0.0215,-0.00385,S1,C,0.525333333,0.868
27.047,-0.02668,-0.00897,S1,C,0.525333333,0.868
27.147,-0.03182,-0.01464,S1,C,0.525333333,0.868
27.247,-0.03652,-0.02335,S1,C,0.525333333,0.868
27.347,-0.04162,-0.03645,S1,C,0.525333333,0.868
27.447,-0.04613,-0.05185,S1,C,0.525333333,0.868
27.547,-0.05154,-0.07764,S1,C,0.525333333,0.868
27.647,-0.05632,-0.10269,S1,C,0.525333333,0.868
27.747,-0.06167,-0.14146,S1,C,0.525333333,0.868
27.847,-0.06683,-0.18521,S1,C,0.525333333,0.868
27.947,-0.07165,-0.24006,S1,C,0.525333333,0.868
28.047,-0.07676,-0.30941,S1,C,0.525333333,0.868
28.147,-0.08122,-0.37917,S1,C,0.525333333,0.868
28.247,-0.08644,-0.48777,S1,C,0.525333333,0.868
28.347,-0.09107,-0.59661,S1,C,0.525333333,0.868
28.447,-0.0967,-0.77722,S1,C,0.525333333,0.868
28.547,-0.1016,-0.94305,S1,C,0.525333333,0.868
28.592,-0.10327,-1.00188,S1,C,0.525333333,0.868
28.593,-0.10332,-1.00412,S1,C,0.525333333,0.868
28.594,-0.10338,-1.00641,S1,C,0.525333333,0.868
28.694,-0.10523,-1.03822,S1,C,0.525333333,0.868
28.794,-0.10157,-0.7925,S1,C,0.525333333,0.868
28.894,-0.09557,-0.50827,S1,C,0.525333333,0.868
28.994,-0.09006,-0.33982,S1,C,0.525333333,0.868
29.094,-0.08561,-0.24181,S1,C,0.525333333,0.868
29.194,-0.08029,-0.15451,S1,C,0.525333333,0.868
29.294,-0.07575,-0.10094,S1,C,0.525333333,0.868
29.394,-0.07027,-0.05147,S1,C,0.525333333,0.868
29.494,-0.0654,-0.02232,S1,C,0.525333333,0.868
29.594,-0.06006,0.00168,S1,C,0.525333333,0.868
29.694,-0.05518,0.0123,S1,C,0.525333333,0.868
29.794,-0.05046,0.02083,S1,C,0.525333333,0.868
29.894,-0.04528,0.02484,S1,C,0.525333333,0.868
29.994,-0.04081,0.02758,S1,C,0.525333333,0.868
30.094,-0.03534,0.0296,S1,C,0.525333333,0.868
30.194,-0.03051,0.03226,S1,C,0.525333333,0.868
30.294,-0.02511,0.03392,S1,C,0.525333333,0.868
30.394,-0.02019,0.03722,S1,C,0.525333333,0.868
30.494,-0.01521,0.0393,S1,C,0.525333333,0.868
30.594,-0.01026,0.04289,S1,C,0.525333333,0.868
30.694,-0.00571,0.04492,S1,C,0.525333333,0.868
30.794,-0.00035,0.05084,S1,C,0.525333333,0.868
30.894,0.00419,0.05672,S1,C,0.525333333,0.868
30.994,0.00986,0.07284,S1,C,0.525333333,0.868
31.094,0.01479,0.10023,S1,C,0.525333333,0.868
31.194,0.02002,0.15766,S1,C,0.525333333,0.868
31.294,0.0249,0.23032,S1,C,0.525333333,0.868
31.394,0.02956,0.31406,S1,C,0.525333333,0.868
31.494,0.03462,0.43049,S1,C,0.525333333,0.868
31.594,0.03913,0.57141,S1,C,0.525333333,0.868
31.694,0.04471,0.82434,S1,C,0.525333333,0.868
31.755,0.04777,1.0013,S1,C,0.525333333,0.868
31.756,0.04783,1.00467,S1,C,0.525333333,0.868
31.757,0.04788,1.008,S1,C,0.525333333,0.868
31.857,0.04863,0.99112,S1,C,0.525333333,0.868
31.957,0.04597,0.74823,S1,C,0.525333333,0.868
32.057,0.03925,0.34034,S1,C,0.525333333,0.868
32.157,0.03446,0.18709,S1,C,0.525333333,0.868
32.257,0.02902,0.08244,S1,C,0.525333333,0.868
32.357,0.02407,0.03871,S1,C,0.525333333,0.868
32.457,0.01871,0.02008,S1,C,0.525333333,0.868
32.557,0.0136,0.01436,S1,C,0.525333333,0.868
32.657,0.00878,0.00991,S1,C,0.525333333,0.868
32.757,0.00377,0.00834,S1,C,0.525333333,0.868
32.857,-7.00E-04,0.0065,S1,C,0.525333333,0.868
32.957,-0.00597,0.00506,S1,C,0.525333333,0.868
33.057,-0.01074,0.0026,S1,C,0.525333333,0.868
33.157,-0.01613,-0.00026,S1,C,0.525333333,0.868
33.257,-0.0212,-0.00464,S1,C,0.525333333,0.868
33.357,-0.0262,-0.00935,S1,C,0.525333333,0.868
33.457,-0.03132,-0.01419,S1,C,0.525333333,0.868
33.557,-0.03592,-0.02145,S1,C,0.525333333,0.868
33.657,-0.04107,-0.035,S1,C,0.525333333,0.868
33.757,-0.04569,-0.04976,S1,C,0.525333333,0.868
33.857,-0.05112,-0.07585,S1,C,0.525333333,0.868
33.957,-0.05603,-0.10166,S1,C,0.525333333,0.868
34.057,-0.06127,-0.14026,S1,C,0.525333333,0.868
34.157,-0.06643,-0.18253,S1,C,0.525333333,0.868
34.257,-0.07104,-0.23191,S1,C,0.525333333,0.868
34.357,-0.07621,-0.30003,S1,C,0.525333333,0.868
34.457,-0.08071,-0.36923,S1,C,0.525333333,0.868
34.557,-0.08597,-0.47562,S1,C,0.525333333,0.868
34.657,-0.09075,-0.58729,S1,C,0.525333333,0.868
34.757,-0.09632,-0.76675,S1,C,0.525333333,0.868
34.857,-0.10129,-0.93577,S1,C,0.525333333,0.868
34.911,-0.10327,-1.00173,S1,C,0.525333333,0.868
34.912,-0.10332,-1.00399,S1,C,0.525333333,0.868
34.913,-0.10337,-1.00628,S1,C,0.525333333,0.868
35.013,-0.10522,-1.03773,S1,C,0.525333333,0.868
35.113,-0.10158,-0.79247,S1,C,0.525333333,0.868
35.213,-0.09556,-0.50823,S1,C,0.525333333,0.868
35.313,-0.09005,-0.33832,S1,C,0.525333333,0.868
35.413,-0.0856,-0.24156,S1,C,0.525333333,0.868
35.513,-0.08027,-0.15263,S1,C,0.525333333,0.868
35.613,-0.07573,-0.09987,S1,C,0.525333333,0.868
35.713,-0.07026,-0.05013,S1,C,0.525333333,0.868
35.813,-0.06539,-0.02121,S1,C,0.525333333,0.868
35.913,-0.06006,0.0026,S1,C,0.525333333,0.868
36.013,-0.05516,0.01347,S1,C,0.525333333,0.868
36.113,-0.05043,0.02023,S1,C,0.525333333,0.868
36.213,-0.04528,0.02586,S1,C,0.525333333,0.868
36.313,-0.04081,0.02769,S1,C,0.525333333,0.868
36.413,-0.03534,0.02976,S1,C,0.525333333,0.868
36.513,-0.0305,0.03191,S1,C,0.525333333,0.868
36.613,-0.02509,0.03505,S1,C,0.525333333,0.868
36.713,-0.02018,0.03683,S1,C,0.525333333,0.868
36.813,-0.0152,0.03986,S1,C,0.525333333,0.868
36.913,-0.01024,0.04211,S1,C,0.525333333,0.868
37.013,-0.00569,0.0459,S1,C,0.525333333,0.868
37.113,-0.00034,0.05003,S1,C,0.525333333,0.868
37.213,0.00421,0.0555,S1,C,0.525333333,0.868
37.313,0.00986,0.07084,S1,C,0.525333333,0.868
37.413,0.0148,0.09558,S1,C,0.525333333,0.868
37.513,0.02004,0.15033,S1,C,0.525333333,0.868
37.613,0.02492,0.21959,S1,C,0.525333333,0.868
37.713,0.02958,0.3017,S1,C,0.525333333,0.868
37.813,0.03464,0.41403,S1,C,0.525333333,0.868
37.913,0.03914,0.54932,S1,C,0.525333333,0.868
38.013,0.04473,0.79691,S1,C,0.525333333,0.868
38.084,0.04831,1.00143,S1,C,0.525333333,0.868
38.085,0.04836,1.00423,S1,C,0.525333333,0.868
38.086,0.0484,1.00697,S1,C,0.525333333,0.868
38.186,0.04902,0.98054,S1,C,0.525333333,0.868
38.286,0.04642,0.74376,S1,C,0.525333333,0.868
38.386,0.03971,0.33839,S1,C,0.525333333,0.868
38.486,0.03483,0.1823,S1,C,0.525333333,0.868
38.586,0.02938,0.08019,S1,C,0.525333333,0.868
38.686,0.02431,0.03823,S1,C,0.525333333,0.868
38.786,0.01906,0.01954,S1,C,0.525333333,0.868
38.886,0.01395,0.0154,S1,C,0.525333333,0.868
38.986,0.00929,0.01108,S1,C,0.525333333,0.868
39.086,0.00431,0.00971,S1,C,0.525333333,0.868
39.186,-0.00026,0.00781,S1,C,0.525333333,0.868
39.286,-0.00553,0.00492,S1,C,0.525333333,0.868
39.386,-0.01044,0.004,S1,C,0.525333333,0.868
39.486,-0.01579,0.00079,S1,C,0.525333333,0.868
39.586,-0.02089,-0.00386,S1,C,0.525333333,0.868
39.686,-0.0257,-0.00868,S1,C,0.525333333,0.868
39.786,-0.03083,-0.01405,S1,C,0.525333333,0.868
39.886,-0.03541,-0.02096,S1,C,0.525333333,0.868
39.986,-0.04061,-0.03289,S1,C,0.525333333,0.868
40.086,-0.04535,-0.04761,S1,C,0.525333333,0.868
40.186,-0.05078,-0.07436,S1,C,0.525333333,0.868
40.286,-0.05577,-0.10029,S1,C,0.525333333,0.868
40.386,-0.06087,-0.13574,S1,C,0.525333333,0.868
40.486,-0.06599,-0.1789,S1,C,0.525333333,0.868
40.586,-0.07047,-0.22296,S1,C,0.525333333,0.868
40.686,-0.07573,-0.28986,S1,C,0.525333333,0.868
40.786,-0.0803,-0.35734,S1,C,0.525333333,0.868
40.886,-0.08558,-0.46483,S1,C,0.525333333,0.868
40.986,-0.0905,-0.58117,S1,C,0.525333333,0.868
41.086,-0.09595,-0.75382,S1,C,0.525333333,0.868
41.186,-0.10098,-0.92371,S1,C,0.525333333,0.868
41.25,-0.10336,-1.00105,S1,C,0.525333333,0.868
41.251,-0.10341,-1.00342,S1,C,0.525333333,0.868
41.252,-0.10347,-1.00583,S1,C,0.525333333,0.868
41.352,-0.10531,-1.03648,S1,C,0.525333333,0.868
41.452,-0.10169,-0.79382,S1,C,0.525333333,0.868
41.552,-0.09567,-0.50844,S1,C,0.525333333,0.868
41.652,-0.09015,-0.33808,S1,C,0.525333333,0.868
41.752,-0.08573,-0.24198,S1,C,0.525333333,0.868
41.852,-0.08038,-0.15359,S1,C,0.525333333,0.868
41.952,-0.07581,-0.10052,S1,C,0.525333333,0.868
42.052,-0.07033,-0.05123,S1,C,0.525333333,0.868
42.152,-0.06544,-0.02271,S1,C,0.525333333,0.868
42.252,-0.06016,0.00131,S1,C,0.525333333,0.868
42.352,-0.05527,0.0125,S1,C,0.525333333,0.868
42.452,-0.05057,0.01985,S1,C,0.525333333,0.868
42.552,-0.04538,0.02448,S1,C,0.525333333,0.868
42.652,-0.04092,0.0267,S1,C,0.525333333,0.868
42.752,-0.03543,0.03018,S1,C,0.525333333,0.868
42.852,-0.03057,0.03101,S1,C,0.525333333,0.868
