time,displacement,force,sample,type,height,area
186.004,0.14199,0.92652,S12,A,0.562,1.1665
186.104,0.13957,0.63106,S12,A,0.562,1.1665
186.204,0.13274,0.11539,S12,A,0.562,1.1665
186.304,0.12738,0.01296,S12,A,0.562,1.1665
186.404,0.12237,0.00034,S12,A,0.562,1.1665
186.504,0.11705,-0.00873,S12,A,0.562,1.1665
186.604,0.11194,-0.01474,S12,A,0.562,1.1665
186.704,0.10735,-0.01781,S12,A,0.562,1.1665
186.804,0.10206,-0.02141,S12,A,0.562,1.1665
186.904,0.09773,-0.02174,S12,A,0.562,1.1665
187.004,0.09242,-0.02437,S12,A,0.562,1.1665
187.104,0.08758,-0.02506,S12,A,0.562,1.1665
187.204,0.08226,-0.02847,S12,A,0.562,1.1665
187.304,0.07699,-0.02951,S12,A,0.562,1.1665
187.404,0.07215,-0.03225,S12,A,0.562,1.1665
187.504,0.06691,-0.03292,S12,A,0.562,1.1665
187.604,0.06258,-0.03224,S12,A,0.562,1.1665
187.704,0.05724,-0.03333,S12,A,0.562,1.1665
187.804,0.0527,-0.03088,S12,A,0.562,1.1665
187.904,0.04736,-0.03217,S12,A,0.562,1.1665
188.004,0.04221,-0.03242,S12,A,0.562,1.1665
188.104,0.03719,-0.03457,S12,A,0.562,1.1665
188.204,0.03196,-0.03421,S12,A,0.562,1.1665
188.304,0.02746,-0.03457,S12,A,0.562,1.1665
188.404,0.02222,-0.03458,S12,A,0.562,1.1665
188.504,0.0177,-0.0341,S12,A,0.562,1.1665
188.604,0.01229,-0.03504,S12,A,0.562,1.1665
188.704,0.00745,-0.0343,S12,A,0.562,1.1665
188.804,0.00218,-0.03665,S12,A,0.562,1.1665
188.904,-0.00306,-0.03891,S12,A,0.562,1.1665
189.004,-0.00773,-0.04017,S12,A,0.562,1.1665
189.104,-0.01288,-0.03978,S12,A,0.562,1.1665
189.204,-0.01739,-0.03985,S12,A,0.562,1.1665
189.304,-0.0226,-0.04113,S12,A,0.562,1.1665
189.404,-0.02737,-0.04013,S12,A,0.562,1.1665
189.504,-0.03273,-0.04457,S12,A,0.562,1.1665
189.604,-0.03785,-0.0438,S12,A,0.562,1.1665
189.704,-0.04292,-0.04744,S12,A,0.562,1.1665
189.804,-0.04805,-0.04928,S12,A,0.562,1.1665
189.904,-0.05254,-0.04932,S12,A,0.562,1.1665
190.004,-0.05776,-0.04923,S12,A,0.562,1.1665
190.104,-0.06231,-0.04889,S12,A,0.562,1.1665
190.204,-0.06761,-0.05162,S12,A,0.562,1.1665
190.304,-0.07271,-0.05306,S12,A,0.562,1.1665
190.404,-0.07789,-0.05668,S12,A,0.562,1.1665
190.504,-0.08302,-0.05821,S12,A,0.562,1.1665
190.604,-0.0876,-0.05953,S12,A,0.562,1.1665
190.704,-0.09279,-0.06218,S12,A,0.562,1.1665
190.804,-0.09719,-0.06205,S12,A,0.562,1.1665
190.904,-0.10276,-0.0644,S12,A,0.562,1.1665
191.004,-0.1075,-0.0671,S12,A,0.562,1.1665
191.104,-0.11284,-0.07019,S12,A,0.562,1.1665
191.204,-0.11804,-0.07338,S12,A,0.562,1.1665
191.304,-0.12284,-0.07793,S12,A,0.562,1.1665
191.404,-0.12799,-0.08082,S12,A,0.562,1.1665
191.504,-0.13234,-0.08151,S12,A,0.562,1.1665
191.604,-0.13769,-0.08672,S12,A,0.562,1.1665
191.704,-0.14228,-0.08679,S12,A,0.562,1.1665
191.804,-0.1477,-0.09512,S12,A,0.562,1.1665
191.904,-0.15275,-0.09912,S12,A,0.562,1.1665
192.004,-0.15781,-0.10655,S12,A,0.562,1.1665
192.104,-0.16311,-0.11582,S12,A,0.562,1.1665
192.204,-0.16748,-0.1215,S12,A,0.562,1.1665
192.304,-0.17281,-0.13078,S12,A,0.562,1.1665
192.404,-0.17732,-0.13409,S12,A,0.562,1.1665
192.504,-0.18268,-0.15057,S12,A,0.562,1.1665
192.604,-0.18757,-0.15868,S12,A,0.562,1.1665
192.704,-0.19287,-0.1836,S12,A,0.562,1.1665
192.804,-0.19808,-0.20552,S12,A,0.562,1.1665
192.904,-0.20271,-0.23081,S12,A,0.562,1.1665
193.004,-0.20788,-0.26307,S12,A,0.562,1.1665
193.104,-0.21227,-0.29049,S12,A,0.562,1.1665
193.204,-0.21761,-0.34159,S12,A,0.562,1.1665
193.304,-0.22244,-0.38875,S12,A,0.562,1.1665
193.404,-0.22784,-0.47422,S12,A,0.562,1.1665
193.504,-0.23293,-0.56057,S12,A,0.562,1.1665
193.604,-0.23798,-0.67675,S12,A,0.562,1.1665
193.704,-0.24303,-0.80666,S12,A,0.562,1.1665
193.804,-0.24753,-0.93224,S12,A,0.562,1.1665
193.834,-0.2494,-1.00174,S12,A,0.562,1.1665
193.835,-0.24945,-1.00355,S12,A,0.562,1.1665
193.836,-0.24951,-1.00531,S12,A,0.562,1.1665
193.936,-0.25029,-0.95776,S12,A,0.562,1.1665
194.036,-0.24699,-0.73435,S12,A,0.562,1.1665
194.136,-0.24093,-0.45807,S12,A,0.562,1.1665
194.236,-0.23547,-0.29715,S12,A,0.562,1.1665
194.336,-0.23062,-0.19855,S12,A,0.562,1.1665
194.436,-0.22512,-0.11192,S12,A,0.562,1.1665
194.536,-0.22025,-0.06217,S12,A,0.562,1.1665
194.636,-0.21514,-0.0188,S12,A,0.562,1.1665
194.736,-0.21033,0.00145,S12,A,0.562,1.1665
194.836,-0.20582,0.01588,S12,A,0.562,1.1665
194.936,-0.20052,0.02566,S12,A,0.562,1.1665
195.036,-0.19586,0.02935,S12,A,0.562,1.1665
195.136,-0.19029,0.03335,S12,A,0.562,1.1665
195.236,-0.18546,0.03403,S12,A,0.562,1.1665
195.336,-0.18012,0.03821,S12,A,0.562,1.1665
195.436,-0.17529,0.03642,S12,A,0.562,1.1665
195.536,-0.17052,0.0377,S12,A,0.562,1.1665
195.636,-0.16541,0.03611,S12,A,0.562,1.1665
195.736,-0.16092,0.03474,S12,A,0.562,1.1665
195.836,-0.15538,0.03657,S12,A,0.562,1.1665
195.936,-0.15066,0.03642,S12,A,0.562,1.1665
196.036,-0.14519,0.03856,S12,A,0.562,1.1665
196.136,-0.14024,0.03843,S12,A,0.562,1.1665
196.236,-0.13538,0.03866,S12,A,0.562,1.1665
196.336,-0.13033,0.0393,S12,A,0.562,1.1665
196.436,-0.12586,0.03879,S12,A,0.562,1.1665
196.536,-0.12051,0.04008,S12,A,0.562,1.1665
196.636,-0.11583,0.03836,S12,A,0.562,1.1665
196.736,-0.11012,0.0412,S12,A,0.562,1.1665
196.836,-0.10536,0.04073,S12,A,0.562,1.1665
196.936,-0.10018,0.04419,S12,A,0.562,1.1665
197.036,-0.09516,0.04371,S12,A,0.562,1.1665
197.136,-0.09082,0.04435,S12,A,0.562,1.1665
197.236,-0.08549,0.04352,S12,A,0.562,1.1665
197.336,-0.0809,0.04434,S12,A,0.562,1.1665
197.436,-0.07533,0.04485,S12,A,0.562,1.1665
197.536,-0.07049,0.04586,S12,A,0.562,1.1665
197.636,-0.06506,0.0493,S12,A,0.562,1.1665
197.736,-0.06019,0.04909,S12,A,0.562,1.1665
197.836,-0.05544,0.05055,S12,A,0.562,1.1665
197.936,-0.0503,0.05101,S12,A,0.562,1.1665
198.036,-0.04587,0.05084,S12,A,0.562,1.1665
198.136,-0.04037,0.05186,S12,A,0.562,1.1665
198.236,-0.03557,0.05276,S12,A,0.562,1.1665
198.336,-0.03014,0.05633,S12,A,0.562,1.1665
198.436,-0.02525,0.05683,S12,A,0.562,1.1665
198.536,-0.02027,0.06032,S12,A,0.562,1.1665
198.636,-0.01536,0.06131,S12,A,0.562,1.1665
198.736,-0.01084,0.06129,S12,A,0.562,1.1665
198.836,-0.0055,0.065,S12,A,0.562,1.1665
198.936,-0.00092,0.06425,S12,A,0.562,1.1665
199.036,0.00474,0.06762,S12,A,0.562,1.1665
199.136,0.00967,0.07191,S12,A,0.562,1.1665
199.236,0.01491,0.07746,S12,A,0.562,1.1665
199.336,0.01981,0.07986,S12,A,0.562,1.1665
199.436,0.02443,0.0851,S12,A,0.562,1.1665
199.536,0.0295,0.08795,S12,A,0.562,1.1665
199.636,0.03403,0.08913,S12,A,0.562,1.1665
199.736,0.03966,0.09772,S12,A,0.562,1.1665
199.836,0.04443,0.10163,S12,A,0.562,1.1665
199.936,0.05002,0.11464,S12,A,0.562,1.1665
200.036,0.05484,0.11939,S12,A,0.562,1.1665
200.136,0.05965,0.12776,S12,A,0.562,1.1665
200.236,0.06464,0.13115,S12,A,0.562,1.1665
200.336,0.0691,0.13617,S12,A,0.562,1.1665
200.436,0.0746,0.14389,S12,A,0.562,1.1665
200.536,0.07919,0.14741,S12,A,0.562,1.1665
200.636,0.08492,0.16543,S12,A,0.562,1.1665
200.736,0.08969,0.17434,S12,A,0.562,1.1665
200.836,0.09478,0.19623,S12,A,0.562,1.1665
200.936,0.09977,0.20852,S12,A,0.562,1.1665
201.036,0.10433,0.22355,S12,A,0.562,1.1665
201.136,0.10962,0.24396,S12,A,0.562,1.1665
201.236,0.11408,0.2606,S12,A,0.562,1.1665
201.336,0.11964,0.3071,S12,A,0.562,1.1665
201.436,0.12451,0.35266,S12,A,0.562,1.1665
201.536,0.1299,0.4621,S12,A,0.562,1.1665
201.636,0.13476,0.5749,S12,A,0.562,1.1665
201.736,0.13945,0.75664,S12,A,0.562,1.1665
201.831,0.14437,1.00061,S12,A,0.562,1.1665
201.832,0.14443,1.00465,S12,A,0.562,1.1665
201.833,0.14449,1.00874,S12,A,0.562,1.1665
201.933,0.14589,0.98645,S12,A,0.562,1.1665
202.033,0.14343,0.67125,S12,A,0.562,1.1665
202.133,0.13623,0.10894,S12,A,0.562,1.1665
202.233,0.13144,0.01407,S12,A,0.562,1.1665
202.333,0.12612,-0.00448,S12,A,0.562,1.1665
202.433,0.12154,-0.00557,S12,A,0.562,1.1665
202.533,0.11607,-0.01309,S12,A,0.562,1.1665
202.633,0.11111,-0.01601,S12,A,0.562,1.1665
202.733,0.10595,-0.02326,S12,A,0.562,1.1665
202.833,0.10074,-0.02586,S12,A,0.562,1.1665
202.933,0.09628,-0.02741,S12,A,0.562,1.1665
203.033,0.09113,-0.02892,S12,A,0.562,1.1665
203.133,0.08657,-0.02865,S12,A,0.562,1.1665
203.233,0.08123,-0.03042,S12,A,0.562,1.1665
203.333,0.07628,-0.03067,S12,A,0.562,1.1665
203.433,0.07096,-0.03383,S12,A,0.562,1.1665
203.533,0.06578,-0.03373,S12,A,0.562,1.1665
203.633,0.0611,-0.03599,S12,A,0.562,1.1665
203.733,0.05585,-0.03496,S12,A,0.562,1.1665
203.833,0.05149,-0.03469,S12,A,0.562,1.1665
203.933,0.04624,-0.03507,S12,A,0.562,1.1665
204.033,0.04143,-0.03352,S12,A,0.562,1.1665
204.133,0.03618,-0.03483,S12,A,0.562,1.1665
204.233,0.03101,-0.0355,S12,A,0.562,1.1665
204.333,0.02601,-0.0363,S12,A,0.562,1.1665
204.433,0.02078,-0.03831,S12,A,0.562,1.1665
204.533,0.0163,-0.03722,S12,A,0.562,1.1665
204.633,0.01104,-0.03786,S12,A,0.562,1.1665
204.733,0.00651,-0.03739,S12,A,0.562,1.1665
204.833,0.00126,-0.03919,S12,A,0.562,1.1665
204.933,-0.00391,-0.03944,S12,A,0.562,1.1665
205.033,-0.00901,-0.04211,S12,A,0.562,1.1665
205.133,-0.01415,-0.04387,S12,A,0.562,1.1665
205.233,-0.01889,-0.04414,S12,A,0.562,1.1665
205.333,-0.02392,-0.0455,S12,A,0.562,1.1665
205.433,-0.02844,-0.04567,S12,A,0.562,1.1665
205.533,-0.03375,-0.0467,S12,A,0.562,1.1665
205.633,-0.03864,-0.04634,S12,A,0.562,1.1665
205.733,-0.044,-0.04993,S12,A,0.562,1.1665
205.833,-0.04917,-0.05035,S12,A,0.562,1.1665
205.933,-0.05409,-0.05454,S12,A,0.562,1.1665
206.033,-0.05911,-0.05519,S12,A,0.562,1.1665
206.133,-0.06362,-0.05462,S12,A,0.562,1.1665
206.233,-0.06872,-0.05605,S12,A,0.562,1.1665
206.333,-0.07352,-0.05532,S12,A,0.562,1.1665
206.433,-0.07888,-0.05897,S12,A,0.562,1.1665
206.533,-0.08392,-0.05948,S12,A,0.562,1.1665
206.633,-0.089,-0.06359,S12,A,0.562,1.1665
206.733,-0.09419,-0.06677,S12,A,0.562,1.1665
206.833,-0.0987,-0.06877,S12,A,0.562,1.1665
206.933,-0.104,-0.07028,S12,A,0.562,1.1665
207.033,-0.1085,-0.07025,S12,A,0.562,1.1665
207.133,-0.11382,-0.07436,S12,A,0.562,1.1665
207.233,-0.11874,-0.07424,S12,A,0.562,1.1665
207.333,-0.1241,-0.08269,S12,A,0.562,1.1665
207.433,-0.12917,-0.08529,S12,A,0.562,1.1665
207.533,-0.13384,-0.0911,S12,A,0.562,1.1665
207.633,-0.1391,-0.09432,S12,A,0.562,1.1665
207.733,-0.14343,-0.09424,S12,A,0.562,1.1665
207.833,-0.14875,-0.10095,S12,A,0.562,1.1665
207.933,-0.15353,-0.10264,S12,A,0.562,1.1665
208.033,-0.15887,-0.11285,S12,A,0.562,1.1665
208.133,-0.16409,-0.1204,S12,A,0.562,1.1665
208.233,-0.169,-0.13265,S12,A,0.562,1.1665
208.333,-0.17427,-0.14206,S12,A,0.562,1.1665
208.433,-0.17862,-0.14898,S12,A,0.562,1.1665
208.533,-0.18396,-0.16387,S12,A,0.562,1.1665
208.633,-0.18844,-0.17114,S12,A,0.562,1.1665
208.733,-0.19385,-0.19497,S12,A,0.562,1.1665
208.833,-0.19891,-0.21617,S12,A,0.562,1.1665
208.933,-0.204,-0.25033,S12,A,0.562,1.1665
209.033,-0.20921,-0.28697,S12,A,0.562,1.1665
209.133,-0.21375,-0.32605,S12,A,0.562,1.1665
209.233,-0.219,-0.38238,S12,A,0.562,1.1665
209.333,-0.22347,-0.4282,S12,A,0.562,1.1665
209.433,-0.22889,-0.51561,S12,A,0.562,1.1665
209.533,-0.23369,-0.5974,S12,A,0.562,1.1665
209.633,-0.23903,-0.72791,S12,A,0.562,1.1665
209.733,-0.24424,-0.87584,S12,A,0.562,1.1665
209.82,-0.24819,-1.00066,S12,A,0.562,1.1665
0,0.00272,0.15063,S13,C,0.422333333,1.7645
0.1,0.00549,0.17689,S13,C,0.422333333,1.7645
0.2,0.01239,0.275,S13,C,0.422333333,1.7645
0.3,0.01683,0.3485,S13,C,0.422333333,1.7645
0.4,0.02262,0.47808,S13,C,0.422333333,1.7645
0.5,0.02728,0.59204,S13,C,0.422333333,1.7645
0.6,0.03284,0.77069,S13,C,0.422333333,1.7645
0.7,0.03776,0.94679,S13,C,0.422333333,1.7645
0.751,0.03953,1.00144,S13,C,0.422333333,1.7645
0.752,0.03957,1.00356,S13,C,0.422333333,1.7645
0.753,0.03962,1.00575,S13,C,0.422333333,1.7645
0.853,0.04151,1.04698,S13,C,0.422333333,1.7645
0.953,0.03801,0.76759,S13,C,0.422333333,1.7645
1.053,0.03188,0.45472,S13,C,0.422333333,1.7645
1.153,0.02628,0.28825,S13,C,0.422333333,1.7645
1.253,0.02169,0.20157,S13,C,0.422333333,1.7645
1.353,0.01644,0.13664,S13,C,0.422333333,1.7645
1.453,0.01205,0.10744,S13,C,0.422333333,1.7645
1.553,0.0066,0.08065,S13,C,0.422333333,1.7645
1.653,0.0017,0.06647,S13,C,0.422333333,1.7645
1.753,-0.00354,0.05246,S13,C,0.422333333,1.7645
1.853,-0.0088,0.04003,S13,C,0.422333333,1.7645
1.953,-0.01335,0.02898,S13,C,0.422333333,1.7645
2.053,-0.01851,0.01953,S13,C,0.422333333,1.7645
2.153,-0.02299,0.0104,S13,C,0.422333333,1.7645
2.253,-0.02837,-0.00329,S13,C,0.422333333,1.7645
2.353,-0.03315,-0.01399,S13,C,0.422333333,1.7645
2.453,-0.03855,-0.03276,S13,C,0.422333333,1.7645
2.553,-0.04371,-0.05388,S13,C,0.422333333,1.7645
2.653,-0.04855,-0.08048,S13,C,0.422333333,1.7645
2.753,-0.0538,-0.12027,S13,C,0.422333333,1.7645
2.853,-0.05811,-0.15747,S13,C,0.422333333,1.7645
2.953,-0.06334,-0.21354,S13,C,0.422333333,1.7645
3.053,-0.06809,-0.26953,S13,C,0.422333333,1.7645
3.153,-0.07342,-0.34888,S13,C,0.422333333,1.7645
3.253,-0.07846,-0.42634,S13,C,0.422333333,1.7645
3.353,-0.08363,-0.52484,S13,C,0.422333333,1.7645
3.453,-0.08883,-0.63511,S13,C,0.422333333,1.7645
3.553,-0.09339,-0.74231,S13,C,0.422333333,1.7645
3.653,-0.09851,-0.87521,S13,C,0.422333333,1.7645
3.753,-0.10303,-0.99229,S13,C,0.422333333,1.7645
3.758,-0.10331,-1.00186,S13,C,0.422333333,1.7645
3.759,-0.10337,-1.00386,S13,C,0.422333333,1.7645
3.76,-0.10343,-1.0059,S13,C,0.422333333,1.7645
3.86,-0.10508,-1.00542,S13,C,0.422333333,1.7645
3.96,-0.10124,-0.79165,S13,C,0.422333333,1.7645
4.06,-0.09529,-0.54803,S13,C,0.422333333,1.7645
4.16,-0.09009,-0.39198,S13,C,0.422333333,1.7645
4.26,-0.08544,-0.27879,S13,C,0.422333333,1.7645
4.36,-0.0802,-0.17658,S13,C,0.422333333,1.7645
4.46,-0.07556,-0.10642,S13,C,0.422333333,1.7645
4.56,-0.06989,-0.03242,S13,C,0.422333333,1.7645
4.66,-0.06515,0.01023,S13,C,0.422333333,1.7645
4.76,-0.05981,0.04931,S13,C,0.422333333,1.7645
4.86,-0.05505,0.07027,S13,C,0.422333333,1.7645
4.96,-0.05039,0.08572,S13,C,0.422333333,1.7645
5.06,-0.04521,0.098,S13,C,0.422333333,1.7645
5.16,-0.04063,0.10709,S13,C,0.422333333,1.7645
5.26,-0.03514,0.1172,S13,C,0.422333333,1.7645
5.36,-0.03032,0.12479,S13,C,0.422333333,1.7645
5.46,-0.02473,0.13636,S13,C,0.422333333,1.7645
5.56,-0.01995,0.14432,S13,C,0.422333333,1.7645
5.66,-0.0151,0.1535,S13,C,0.422333333,1.7645
5.76,-0.01013,0.16406,S13,C,0.422333333,1.7645
5.86,-0.00563,0.17546,S13,C,0.422333333,1.7645
5.96,-0.00018,0.1972,S13,C,0.422333333,1.7645
6.06,0.00447,0.21894,S13,C,0.422333333,1.7645
6.16,0.01005,0.26644,S13,C,0.422333333,1.7645
6.26,0.01502,0.32112,S13,C,0.422333333,1.7645
6.36,0.02017,0.40468,S13,C,0.422333333,1.7645
6.46,0.02511,0.49491,S13,C,0.422333333,1.7645
6.56,0.02965,0.60176,S13,C,0.422333333,1.7645
6.66,0.03483,0.75742,S13,C,0.422333333,1.7645
6.76,0.03932,0.91588,S13,C,0.422333333,1.7645
6.791,0.04104,1.00226,S13,C,0.422333333,1.7645
6.792,0.04111,1.00588,S13,C,0.422333333,1.7645
6.793,0.04118,1.00954,S13,C,0.422333333,1.7645
6.893,0.04277,1.02762,S13,C,0.422333333,1.7645
6.993,0.03953,0.76359,S13,C,0.422333333,1.7645
7.093,0.03343,0.44991,S13,C,0.422333333,1.7645
7.193,0.02773,0.27893,S13,C,0.422333333,1.7645
7.293,0.02321,0.19797,S13,C,0.422333333,1.7645
7.393,0.01785,0.13291,S13,C,0.422333333,1.7645
7.493,0.01304,0.10385,S13,C,0.422333333,1.7645
7.593,0.00764,0.07957,S13,C,0.422333333,1.7645
7.693,0.00257,0.06512,S13,C,0.422333333,1.7645
7.793,-0.00212,0.05456,S13,C,0.422333333,1.7645
7.893,-0.0074,0.04283,S13,C,0.422333333,1.7645
7.993,-0.01171,0.03518,S13,C,0.422333333,1.7645
8.093,-0.01701,0.02372,S13,C,0.422333333,1.7645
8.193,-0.02178,0.01332,S13,C,0.422333333,1.7645
8.293,-0.02717,0.00026,S13,C,0.422333333,1.7645
8.393,-0.03235,-0.01202,S13,C,0.422333333,1.7645
8.493,-0.03734,-0.02937,S13,C,0.422333333,1.7645
8.593,-0.04254,-0.04915,S13,C,0.422333333,1.7645
8.693,-0.04693,-0.07211,S13,C,0.422333333,1.7645
8.793,-0.05225,-0.11277,S13,C,0.422333333,1.7645
8.893,-0.05669,-0.14675,S13,C,0.422333333,1.7645
8.993,-0.06203,-0.20674,S13,C,0.422333333,1.7645
9.093,-0.06715,-0.26849,S13,C,0.422333333,1.7645
9.193,-0.0723,-0.34567,S13,C,0.422333333,1.7645
9.293,-0.07755,-0.43054,S13,C,0.422333333,1.7645
9.393,-0.08214,-0.5145,S13,C,0.422333333,1.7645
9.493,-0.08733,-0.62189,S13,C,0.422333333,1.7645
9.593,-0.09178,-0.71451,S13,C,0.422333333,1.7645
9.693,-0.09712,-0.85119,S13,C,0.422333333,1.7645
9.793,-0.1019,-0.97467,S13,C,0.422333333,1.7645
9.815,-0.10284,-1.00158,S13,C,0.422333333,1.7645
9.816,-0.10289,-1.00329,S13,C,0.422333333,1.7645
9.817,-0.10295,-1.00505,S13,C,0.422333333,1.7645
9.917,-0.10468,-1.01266,S13,C,0.422333333,1.7645
10.017,-0.10083,-0.8015,S13,C,0.422333333,1.7645
10.117,-0.09482,-0.55515,S13,C,0.422333333,1.7645
10.217,-0.08961,-0.40028,S13,C,0.422333333,1.7645
10.317,-0.0849,-0.2868,S13,C,0.422333333,1.7645
10.417,-0.07977,-0.18839,S13,C,0.422333333,1.7645
10.517,-0.07521,-0.11936,S13,C,0.422333333,1.7645
10.617,-0.06959,-0.04589,S13,C,0.422333333,1.7645
10.717,-0.06488,-0.00226,S13,C,0.422333333,1.7645
10.817,-0.0594,0.03915,S13,C,0.422333333,1.7645
10.917,-0.05462,0.06253,S13,C,0.422333333,1.7645
11.017,-0.04983,0.07968,S13,C,0.422333333,1.7645
11.117,-0.04477,0.0911,S13,C,0.422333333,1.7645
11.217,-0.04018,0.09992,S13,C,0.422333333,1.7645
11.317,-0.03481,0.1106,S13,C,0.422333333,1.7645
11.417,-0.03006,0.11735,S13,C,0.422333333,1.7645
11.517,-0.02438,0.12991,S13,C,0.422333333,1.7645
11.617,-0.01962,0.13488,S13,C,0.422333333,1.7645
11.717,-0.01457,0.14667,S13,C,0.422333333,1.7645
11.817,-0.00964,0.15577,S13,C,0.422333333,1.7645
11.917,-0.00512,0.16678,S13,C,0.422333333,1.7645
12.017,0.00021,0.18463,S13,C,0.422333333,1.7645
12.117,0.00478,0.20383,S13,C,0.422333333,1.7645
12.217,0.01037,0.24483,S13,C,0.422333333,1.7645
12.317,0.01528,0.29411,S13,C,0.422333333,1.7645
12.417,0.02068,0.37819,S13,C,0.422333333,1.7645
12.517,0.02555,0.46349,S13,C,0.422333333,1.7645
12.617,0.0302,0.57362,S13,C,0.422333333,1.7645
12.717,0.03529,0.72455,S13,C,0.422333333,1.7645
12.817,0.03969,0.87809,S13,C,0.422333333,1.7645
12.855,0.0421,1.00228,S13,C,0.422333333,1.7645
12.856,0.04217,1.0061,S13,C,0.422333333,1.7645
12.857,0.04224,1.00989,S13,C,0.422333333,1.7645
12.957,0.0433,0.99524,S13,C,0.422333333,1.7645
13.057,0.04033,0.75585,S13,C,0.422333333,1.7645
13.157,0.03408,0.43579,S13,C,0.422333333,1.7645
13.257,0.02837,0.26754,S13,C,0.422333333,1.7645
13.357,0.02376,0.18801,S13,C,0.422333333,1.7645
13.457,0.01836,0.12669,S13,C,0.422333333,1.7645
13.557,0.01338,0.09815,S13,C,0.422333333,1.7645
13.657,0.00817,0.07741,S13,C,0.422333333,1.7645
13.757,0.0031,0.0638,S13,C,0.422333333,1.7645
13.857,-0.00136,0.05311,S13,C,0.422333333,1.7645
13.957,-0.00666,0.04231,S13,C,0.422333333,1.7645
14.057,-0.0111,0.03453,S13,C,0.422333333,1.7645
14.157,-0.01645,0.0237,S13,C,0.422333333,1.7645
14.257,-0.02138,0.01394,S13,C,0.422333333,1.7645
14.357,-0.02668,-0.00107,S13,C,0.422333333,1.7645
14.457,-0.03196,-0.01447,S13,C,0.422333333,1.7645
14.557,-0.03665,-0.03098,S13,C,0.422333333,1.7645
14.657,-0.04185,-0.05109,S13,C,0.422333333,1.7645
14.757,-0.04624,-0.07368,S13,C,0.422333333,1.7645
14.857,-0.05159,-0.11295,S13,C,0.422333333,1.7645
14.957,-0.05621,-0.14727,S13,C,0.422333333,1.7645
15.057,-0.06156,-0.20975,S13,C,0.422333333,1.7645
15.157,-0.06678,-0.27417,S13,C,0.422333333,1.7645
15.257,-0.07172,-0.34737,S13,C,0.422333333,1.7645
15.357,-0.07697,-0.43214,S13,C,0.422333333,1.7645
15.457,-0.08137,-0.50727,S13,C,0.422333333,1.7645
15.557,-0.08664,-0.6155,S13,C,0.422333333,1.7645
15.657,-0.09118,-0.70818,S13,C,0.422333333,1.7645
15.757,-0.0966,-0.84638,S13,C,0.422333333,1.7645
15.857,-0.10151,-0.97504,S13,C,0.422333333,1.7645
15.885,-0.10255,-1.00146,S13,C,0.422333333,1.7645
15.886,-0.1026,-1.00297,S13,C,0.422333333,1.7645
15.887,-0.10265,-1.00452,S13,C,0.422333333,1.7645
15.987,-0.10439,-1.01508,S13,C,0.422333333,1.7645
16.087,-0.10055,-0.80352,S13,C,0.422333333,1.7645
16.187,-0.09449,-0.55642,S13,C,0.422333333,1.7645
16.287,-0.08927,-0.40268,S13,C,0.422333333,1.7645
16.387,-0.08449,-0.28774,S13,C,0.422333333,1.7645
16.487,-0.07944,-0.19189,S13,C,0.422333333,1.7645
16.587,-0.07492,-0.12376,S13,C,0.422333333,1.7645
16.687,-0.06938,-0.05206,S13,C,0.422333333,1.7645
16.787,-0.06469,-0.00794,S13,C,0.422333333,1.7645
16.887,-0.05913,0.03572,S13,C,0.422333333,1.7645
16.987,-0.05434,0.05906,S13,C,0.422333333,1.7645
17.087,-0.04942,0.07722,S13,C,0.422333333,1.7645
17.187,-0.04444,0.0887,S13,C,0.422333333,1.7645
17.287,-0.03983,0.09869,S13,C,0.422333333,1.7645
17.387,-0.03454,0.10798,S13,C,0.422333333,1.7645
17.487,-0.02985,0.11475,S13,C,0.422333333,1.7645
17.587,-0.02415,0.12616,S13,C,0.422333333,1.7645
17.687,-0.0194,0.13314,S13,C,0.422333333,1.7645
17.787,-0.01421,0.14254,S13,C,0.422333333,1.7645
17.887,-0.0093,0.15201,S13,C,0.422333333,1.7645
17.987,-0.00473,0.16242,S13,C,0.422333333,1.7645
18.087,0.00051,0.17842,S13,C,0.422333333,1.7645
18.187,0.00505,0.19412,S13,C,0.422333333,1.7645
18.287,0.01058,0.23103,S13,C,0.422333333,1.7645
18.387,0.01546,0.27608,S13,C,0.422333333,1.7645
18.487,0.021,0.35762,S13,C,0.422333333,1.7645
18.587,0.02583,0.44198,S13,C,0.422333333,1.7645
18.687,0.03062,0.55445,S13,C,0.422333333,1.7645
18.787,0.03564,0.70147,S13,C,0.422333333,1.7645
18.887,0.03999,0.85236,S13,C,0.422333333,1.7645
18.931,0.0429,1.00193,S13,C,0.422333333,1.7645
18.932,0.04297,1.00517,S13,C,0.422333333,1.7645
18.933,0.04303,1.00835,S13,C,0.422333333,1.7645
19.033,0.04375,0.97441,S13,C,0.422333333,1.7645
19.133,0.04082,0.74055,S13,C,0.422333333,1.7645
19.233,0.03453,0.42209,S13,C,0.422333333,1.7645
19.333,0.02884,0.2587,S13,C,0.422333333,1.7645
19.433,0.02413,0.17898,S13,C,0.422333333,1.7645
19.533,0.01874,0.12157,S13,C,0.422333333,1.7645
19.633,0.01364,0.09365,S13,C,0.422333333,1.7645
19.733,0.00867,0.07566,S13,C,0.422333333,1.7645
19.833,0.00361,0.06235,S13,C,0.422333333,1.7645
19.933,-0.00078,0.05464,S13,C,0.422333333,1.7645
20.033,-0.00609,0.04187,S13,C,0.422333333,1.7645
